,URL,Auction Number
433,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-324,324
512,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-323,323
209,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-322,322
64,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-321,321
328,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-320,320
69,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-319,319
446,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-318,318
399,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-317,317
6,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-316,316
373,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-315,315
461,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-314,314
297,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-313,313
526,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-312,312
235,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-311,311
46,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-310,310
420,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-309,309
391,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-308,308
496,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-307,307
397,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-306,306
465,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-305,305
435,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-304,304
173,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-303,303
223,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-302,302
502,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-301,301
101,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-300,300
329,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-299,299
35,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-298,298
208,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-297,297
40,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-296,296
94,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-295,295
258,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-294,294
144,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-293,293
470,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-292,292
456,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-291,291
380,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-290,290
265,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-289,289
311,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-288,288
524,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-287,287
167,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-286,286
280,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-285,285
112,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-284,284
150,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-283,283
76,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-282,282
145,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-281,281
303,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-280,280
582,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-279,279
428,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-277,277
174,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-276,276
65,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-275,275
406,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-274,274
379,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-273,273
400,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-272,272
215,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-270,270
579,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-269,269
350,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-268,268
547,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-267,267
62,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-266,266
340,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-265,265
36,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-264,264
425,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-263,263
492,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-262,262
239,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-261,261
206,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-260,260
389,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-259,259
405,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-258,258
295,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-257,257
11,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-256,256
357,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-255,255
182,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-254,254
491,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-253,253
348,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-252,252
275,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-251,251
72,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-250,250
154,https://www.bestnetleiloes.com/pt/leiloes/arte-contemporanea-249,249
